"LocationType","Path","AssetId","Title","Kind","Stage","Lane","Repo"
"footer-md","docs/CoAnchor_Quickstart_Thin_v4.md","rickballard/CoIndex:docs/CoAnchor_Quickstart_Thin_v4.md","CoAnchor Quickstart (Thin v4)","quickstart","seed","note","rickballard/CoIndex"
